,Content,Sentiment,Label,caseFold,PuncRev,review_token,stopwords_removal,stemming
68,"Selalu error, sangat tidak praktis dan sangat mengganggu transaksi saya. Tolong diperbaiki.",negatif,-1,"selalu error, sangat tidak praktis dan sangat mengganggu transaksi saya. tolong diperbaiki.",selalu error  sangat tidak praktis dan sangat mengganggu transaksi saya  tolong diperbaiki ,"['selalu', 'error', 'sangat', 'tidak', 'praktis', 'dan', 'sangat', 'mengganggu', 'transaksi', 'saya', 'tolong', 'diperbaiki']","['error', 'praktis', 'mengganggu', 'transaksi', 'tolong', 'diperbaiki']","['error', 'praktis', 'ganggu', 'transaksi', 'tolong', 'baik']"
69,Mantabbb,positif,1,mantabbb,mantabbb,['mantabbb'],['mantabbb'],['mantabbb']
70,Cepat dan mantap,positif,1,cepat dan mantap,cepat dan mantap,"['cepat', 'dan', 'mantap']","['cepat', 'mantap']","['cepat', 'mantap']"
71,Nunggu pas code ampe memble,negatif,-1,nunggu pas code ampe memble,nunggu pas code ampe memble,"['nunggu', 'pas', 'code', 'ampe', 'memble']","['nunggu', 'pas', 'code', 'ampe', 'memble']","['nunggu', 'pas', 'code', 'ampe', 'memble']"
72,Good job,positif,1,good job,good job,"['good', 'job']","['good', 'job']","['good', 'job']"
73,Mau masuk susah padahal id sudah bener,negatif,-1,mau masuk susah padahal id sudah bener,mau masuk susah padahal id sudah bener,"['mau', 'masuk', 'susah', 'padahal', 'id', 'sudah', 'bener']","['masuk', 'susah', 'id', 'bener']","['masuk', 'susah', 'id', 'bener']"
74,"Teruntuk app ini. Mohon maaaf ya mengapa begitu rumitnya,dan mengapa begitu banyak kendala yang saya temukan.saya make ini utk lebih mudah namun yg saya dpt sangatlah susah susah susah susah susah.",negatif,-1,"teruntuk app ini. mohon maaaf ya mengapa begitu rumitnya,dan mengapa begitu banyak kendala yang saya temukan.saya make ini utk lebih mudah namun yg saya dpt sangatlah susah susah susah susah susah.",teruntuk app ini  mohon maaaf ya mengapa begitu rumitnya dan mengapa begitu banyak kendala yang saya temukan saya make ini utk lebih mudah namun yg saya dpt sangatlah susah susah susah susah susah ,"['teruntuk', 'app', 'ini', 'mohon', 'maaaf', 'ya', 'mengapa', 'begitu', 'rumitnya', 'dan', 'mengapa', 'begitu', 'banyak', 'kendala', 'yang', 'saya', 'temukan', 'saya', 'make', 'ini', 'utk', 'lebih', 'mudah', 'namun', 'yg', 'saya', 'dpt', 'sangatlah', 'susah', 'susah', 'susah', 'susah', 'susah']","['teruntuk', 'app', 'mohon', 'maaaf', 'ya', 'rumitnya', 'kendala', 'temukan', 'make', 'utk', 'mudah', 'yg', 'dpt', 'susah', 'susah', 'susah', 'susah', 'susah']","['untuk', 'app', 'mohon', 'maaaf', 'ya', 'rumit', 'kendala', 'temu', 'make', 'utk', 'mudah', 'yg', 'dpt', 'susah', 'susah', 'susah', 'susah', 'susah']"
75,MENU XTRA KASBON DI ATM CIMB NIAGA SUDAH TIDAK ADA LAGI ?,netral,0,menu xtra kasbon di atm cimb niaga sudah tidak ada lagi ?,menu xtra kasbon di atm cimb niaga sudah tidak ada lagi  ,"['menu', 'xtra', 'kasbon', 'di', 'atm', 'cimb', 'niaga', 'sudah', 'tidak', 'ada', 'lagi']","['menu', 'xtra', 'kasbon', 'atm', 'cimb', 'niaga']","['menu', 'xtra', 'kasbon', 'atm', 'cimb', 'niaga']"
76,Gogogo,positif,1,gogogo,gogogo,['gogogo'],['gogogo'],['gogogo']
77,Gampang transaksi nya,positif,1,gampang transaksi nya,gampang transaksi nya,"['gampang', 'transaksi', 'nya']","['gampang', 'transaksi', 'nya']","['gampang', 'transaksi', 'nya']"
78,Mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
79,Bagus lengkap,positif,1,bagus lengkap,bagus lengkap,"['bagus', 'lengkap']","['bagus', 'lengkap']","['bagus', 'lengkap']"
80,mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
81,"Alhamdulillah duit sy balik lagi, seminggu lebih akhirnya kembali lagi,tolong di perbaiki supaya tidak merugikan pelanggan setia CIMB niaga, terimakasih",netral,0,"alhamdulillah duit sy balik lagi, seminggu lebih akhirnya kembali lagi,tolong di perbaiki supaya tidak merugikan pelanggan setia cimb niaga, terimakasih",alhamdulillah duit sy balik lagi  seminggu lebih akhirnya kembali lagi tolong di perbaiki supaya tidak merugikan pelanggan setia cimb niaga  terimakasih,"['alhamdulillah', 'duit', 'sy', 'balik', 'lagi', 'seminggu', 'lebih', 'akhirnya', 'kembali', 'lagi', 'tolong', 'di', 'perbaiki', 'supaya', 'tidak', 'merugikan', 'pelanggan', 'setia', 'cimb', 'niaga', 'terimakasih']","['alhamdulillah', 'duit', 'sy', 'seminggu', 'tolong', 'perbaiki', 'merugikan', 'pelanggan', 'setia', 'cimb', 'niaga', 'terimakasih']","['alhamdulillah', 'duit', 'sy', 'minggu', 'tolong', 'baik', 'rugi', 'langgan', 'setia', 'cimb', 'niaga', 'terimakasih']"
82,Mudah dan biaya admin gratis..,positif,1,mudah dan biaya admin gratis..,mudah dan biaya admin gratis ,"['mudah', 'dan', 'biaya', 'admin', 'gratis']","['mudah', 'biaya', 'admin', 'gratis']","['mudah', 'biaya', 'admin', 'gratis']"
83,Terima kasih banyak Untuk kemudahannya,positif,1,terima kasih banyak untuk kemudahannya,terima kasih banyak untuk kemudahannya,"['terima', 'kasih', 'banyak', 'untuk', 'kemudahannya']","['terima', 'kasih', 'kemudahannya']","['terima', 'kasih', 'mudah']"
84,Mantap,positif,1,mantap,mantap,['mantap'],['mantap'],['mantap']
85,mudah d gunakan,positif,1,mudah d gunakan,mudah d gunakan,"['mudah', 'd', 'gunakan']","['mudah', 'd']","['mudah', 'd']"
86,"Force close,, kirain dah update hilang force close nya",negatif,-1,"force close,, kirain dah update hilang force close nya",force close  kirain dah update hilang force close nya,"['force', 'close', 'kirain', 'dah', 'update', 'hilang', 'force', 'close', 'nya']","['force', 'close', 'kirain', 'dah', 'update', 'hilang', 'force', 'close', 'nya']","['force', 'close', 'kirain', 'dah', 'update', 'hilang', 'force', 'close', 'nya']"
87,Bagus.bntg 3 dulu klo + bgus tak ksh bntg 5 nanti,netral,0,bagus.bntg 3 dulu klo + bgus tak ksh bntg 5 nanti,bagus bntg   dulu klo   bgus tak ksh bntg   nanti,"['bagus', 'bntg', 'dulu', 'klo', 'bgus', 'tak', 'ksh', 'bntg', 'nanti']","['bagus', 'bntg', 'klo', 'bgus', 'ksh', 'bntg']","['bagus', 'bntg', 'klo', 'bgus', 'ksh', 'bntg']"
88,Nice,positif,1,nice,nice,['nice'],['nice'],['nice']
89,"males mau bikin aja, dibikin susah nyari nama id nya..",negatif,-1,"males mau bikin aja, dibikin susah nyari nama id nya..",males mau bikin aja  dibikin susah nyari nama id nya ,"['males', 'mau', 'bikin', 'aja', 'dibikin', 'susah', 'nyari', 'nama', 'id', 'nya']","['males', 'bikin', 'aja', 'dibikin', 'susah', 'nyari', 'nama', 'id', 'nya']","['males', 'bikin', 'aja', 'bikin', 'susah', 'nyari', 'nama', 'id', 'nya']"
90,"octo mobile,memberikan pelayanan yg sangat istimewa bagi konsumen,octo mobile mengutamakan kepuasan,keamanan",positif,1,"octo mobile,memberikan pelayanan yg sangat istimewa bagi konsumen,octo mobile mengutamakan kepuasan,keamanan",octo mobile memberikan pelayanan yg sangat istimewa bagi konsumen octo mobile mengutamakan kepuasan keamanan,"['octo', 'mobile', 'memberikan', 'pelayanan', 'yg', 'sangat', 'istimewa', 'bagi', 'konsumen', 'octo', 'mobile', 'mengutamakan', 'kepuasan', 'keamanan']","['octo', 'mobile', 'pelayanan', 'yg', 'istimewa', 'konsumen', 'octo', 'mobile', 'mengutamakan', 'kepuasan', 'keamanan']","['octo', 'mobile', 'layan', 'yg', 'istimewa', 'konsumen', 'octo', 'mobile', 'utama', 'puas', 'aman']"
91,Sukses untuk octo mobile by cimb niaga,positif,1,sukses untuk octo mobile by cimb niaga,sukses untuk octo mobile by cimb niaga,"['sukses', 'untuk', 'octo', 'mobile', 'by', 'cimb', 'niaga']","['sukses', 'octo', 'mobile', 'by', 'cimb', 'niaga']","['sukses', 'octo', 'mobile', 'by', 'cimb', 'niaga']"
92,Akses cepat dan sangat senang bisa bertransaksi transfer biaya 0,positif,1,akses cepat dan sangat senang bisa bertransaksi transfer biaya 0,akses cepat dan sangat senang bisa bertransaksi transfer biaya  ,"['akses', 'cepat', 'dan', 'sangat', 'senang', 'bisa', 'bertransaksi', 'transfer', 'biaya']","['akses', 'cepat', 'senang', 'bertransaksi', 'transfer', 'biaya']","['akses', 'cepat', 'senang', 'transaksi', 'transfer', 'biaya']"
93,"Setelah di update software nya, di xiaomi note 5 pro kok, bermasalah",netral,0,"setelah di update software nya, di xiaomi note 5 pro kok, bermasalah",setelah di update software nya  di xiaomi note   pro kok  bermasalah,"['setelah', 'di', 'update', 'software', 'nya', 'di', 'xiaomi', 'note', 'pro', 'kok', 'bermasalah']","['update', 'software', 'nya', 'xiaomi', 'note', 'pro', 'bermasalah']","['update', 'software', 'nya', 'xiaomi', 'note', 'pro', 'masalah']"
94,good,positif,1,good,good,['good'],['good'],['good']
95,Mantap Luar Biasa Transaksi mudah pake octo mobile,positif,1,mantap luar biasa transaksi mudah pake octo mobile,mantap luar biasa transaksi mudah pake octo mobile,"['mantap', 'luar', 'biasa', 'transaksi', 'mudah', 'pake', 'octo', 'mobile']","['mantap', 'transaksi', 'mudah', 'pake', 'octo', 'mobile']","['mantap', 'transaksi', 'mudah', 'pake', 'octo', 'mobile']"
96,Aplikasi bank paling ribet,negatif,-1,aplikasi bank paling ribet,aplikasi bank paling ribet,"['aplikasi', 'bank', 'paling', 'ribet']","['aplikasi', 'bank', 'ribet']","['aplikasi', 'bank', 'ribet']"
97,"Kagak bisa banget di andelin lu ada acara rekening yang ada saldoan memuat mulu giliran saldo yang kosong normal"" kocak ni octomobile ada aja kendala nya kalo lagi di butuhin lama lama pindah gua keseringan gangguan mulu lu",negatif,-1,"kagak bisa banget di andelin lu ada acara rekening yang ada saldoan memuat mulu giliran saldo yang kosong normal"" kocak ni octomobile ada aja kendala nya kalo lagi di butuhin lama lama pindah gua keseringan gangguan mulu lu",kagak bisa banget di andelin lu ada acara rekening yang ada saldoan memuat mulu giliran saldo yang kosong normal  kocak ni octomobile ada aja kendala nya kalo lagi di butuhin lama lama pindah gua keseringan gangguan mulu lu,"['kagak', 'bisa', 'banget', 'di', 'andelin', 'lu', 'ada', 'acara', 'rekening', 'yang', 'ada', 'saldoan', 'memuat', 'mulu', 'giliran', 'saldo', 'yang', 'kosong', 'normal', 'kocak', 'ni', 'octomobile', 'ada', 'aja', 'kendala', 'nya', 'kalo', 'lagi', 'di', 'butuhin', 'lama', 'lama', 'pindah', 'gua', 'keseringan', 'gangguan', 'mulu', 'lu']","['kagak', 'banget', 'andelin', 'lu', 'acara', 'rekening', 'saldoan', 'memuat', 'mulu', 'giliran', 'saldo', 'kosong', 'normal', 'kocak', 'ni', 'octomobile', 'aja', 'kendala', 'nya', 'kalo', 'butuhin', 'pindah', 'gua', 'keseringan', 'gangguan', 'mulu', 'lu']","['kagak', 'banget', 'andelin', 'lu', 'acara', 'rekening', 'saldo', 'muat', 'mulu', 'gilir', 'saldo', 'kosong', 'normal', 'kocak', 'ni', 'octomobile', 'aja', 'kendala', 'nya', 'kalo', 'butuhin', 'pindah', 'gua', 'sering', 'ganggu', 'mulu', 'lu']"
98,"Lumayan, gak kalah sama mobile banking bank bumn",netral,0,"lumayan, gak kalah sama mobile banking bank bumn",lumayan  gak kalah sama mobile banking bank bumn,"['lumayan', 'gak', 'kalah', 'sama', 'mobile', 'banking', 'bank', 'bumn']","['lumayan', 'gak', 'kalah', 'mobile', 'banking', 'bank', 'bumn']","['lumayan', 'gak', 'kalah', 'mobile', 'banking', 'bank', 'bumn']"
99,"Sangat tidak recomendasi, untuk pendaftaran nomer masih bisa menerima passcode, dan saat untuk log in sama sekali tidak dapat menerima passcode , dan setelah saya tanya keluhan kepada CS alasannya nomer terblokir wkwkwkwk Tanpa sebab dan alasan yg jelas bisa bisanya tiba"" terblokir.. Mobile banking harusnya mempermudah transaksi dll kalo octo mobile mempersulit semua tra nsaksi ,jangankan transaksi login saja tidak bisa.... Saya kasih bintang minus 10 ðŸ˜",negatif,-1,"sangat tidak recomendasi, untuk pendaftaran nomer masih bisa menerima passcode, dan saat untuk log in sama sekali tidak dapat menerima passcode , dan setelah saya tanya keluhan kepada cs alasannya nomer terblokir wkwkwkwk tanpa sebab dan alasan yg jelas bisa bisanya tiba"" terblokir.. mobile banking harusnya mempermudah transaksi dll kalo octo mobile mempersulit semua tra nsaksi ,jangankan transaksi login saja tidak bisa.... saya kasih bintang minus 10 ðÿ˜",sangat tidak recomendasi  untuk pendaftaran nomer masih bisa menerima passcode  dan saat untuk log in sama sekali tidak dapat menerima passcode   dan setelah saya tanya keluhan kepada cs alasannya nomer terblokir wkwkwkwk tanpa sebab dan alasan yg jelas bisa bisanya tiba  terblokir  mobile banking harusnya mempermudah transaksi dll kalo octo mobile mempersulit semua tra nsaksi  jangankan transaksi login saja tidak bisa  saya kasih bintang minus    ,"['sangat', 'tidak', 'recomendasi', 'untuk', 'pendaftaran', 'nomer', 'masih', 'bisa', 'menerima', 'passcode', 'dan', 'saat', 'untuk', 'log', 'in', 'sama', 'sekali', 'tidak', 'dapat', 'menerima', 'passcode', 'dan', 'setelah', 'saya', 'tanya', 'keluhan', 'kepada', 'cs', 'alasannya', 'nomer', 'terblokir', 'wkwkwkwk', 'tanpa', 'sebab', 'dan', 'alasan', 'yg', 'jelas', 'bisa', 'bisanya', 'tiba', 'terblokir', 'mobile', 'banking', 'harusnya', 'mempermudah', 'transaksi', 'dll', 'kalo', 'octo', 'mobile', 'mempersulit', 'semua', 'tra', 'nsaksi', 'jangankan', 'transaksi', 'login', 'saja', 'tidak', 'bisa', 'saya', 'kasih', 'bintang', 'minus']","['recomendasi', 'pendaftaran', 'nomer', 'menerima', 'passcode', 'log', 'in', 'menerima', 'passcode', 'keluhan', 'cs', 'alasannya', 'nomer', 'terblokir', 'wkwkwkwk', 'alasan', 'yg', 'bisanya', 'terblokir', 'mobile', 'banking', 'mempermudah', 'transaksi', 'dll', 'kalo', 'octo', 'mobile', 'mempersulit', 'tra', 'nsaksi', 'transaksi', 'login', 'kasih', 'bintang', 'minus']","['recomendasi', 'daftar', 'nomer', 'terima', 'passcode', 'log', 'in', 'terima', 'passcode', 'keluh', 'cs', 'alas', 'nomer', 'blokir', 'wkwkwkwk', 'alas', 'yg', 'bisa', 'blokir', 'mobile', 'banking', 'mudah', 'transaksi', 'dll', 'kalo', 'octo', 'mobile', 'sulit', 'tra', 'nsaksi', 'transaksi', 'login', 'kasih', 'bintang', 'minus']"
100,Keren,positif,1,keren,keren,['keren'],['keren'],['keren']
101,Ok,netral,0,ok,ok,['ok'],['ok'],['ok']
102,"Pelayanan baik,semakin mudah pakai CIMB niaga,",positif,1,"pelayanan baik,semakin mudah pakai cimb niaga,",pelayanan baik semakin mudah pakai cimb niaga ,"['pelayanan', 'baik', 'semakin', 'mudah', 'pakai', 'cimb', 'niaga']","['pelayanan', 'mudah', 'pakai', 'cimb', 'niaga']","['layan', 'mudah', 'pakai', 'cimb', 'niaga']"
103,mudah simpel dan praktis,positif,1,mudah simpel dan praktis,mudah simpel dan praktis,"['mudah', 'simpel', 'dan', 'praktis']","['mudah', 'simpel', 'praktis']","['mudah', 'simpel', 'praktis']"
104,Saya mau buka blokirn user id susah nya mintak ampun,negatif,-1,saya mau buka blokirn user id susah nya mintak ampun,saya mau buka blokirn user id susah nya mintak ampun,"['saya', 'mau', 'buka', 'blokirn', 'user', 'id', 'susah', 'nya', 'mintak', 'ampun']","['buka', 'blokirn', 'user', 'id', 'susah', 'nya', 'mintak', 'ampun']","['buka', 'blokirn', 'user', 'id', 'susah', 'nya', 'mintak', 'ampun']"
105,Mantap sekali,positif,1,mantap sekali,mantap sekali,"['mantap', 'sekali']",['mantap'],['mantap']
106,Mudah dan cepat di gunakan di semua akses pembayaran ðŸ‘,positif,1,mudah dan cepat di gunakan di semua akses pembayaran ðÿ‘,mudah dan cepat di gunakan di semua akses pembayaran  ,"['mudah', 'dan', 'cepat', 'di', 'gunakan', 'di', 'semua', 'akses', 'pembayaran']","['mudah', 'cepat', 'akses', 'pembayaran']","['mudah', 'cepat', 'akses', 'bayar']"
107,"Ga jadi bintang 5,di update malah ga bisa di buka aplikasinya padahal udh terbaru trus,udh email ikutin petunjuk tetep aja ga bisa di buka aplikasinya, Slalu ada keterangan ""permintaan anda tidak dapat di proses""... Hp di root pun tidak masa ga bisa di buka....perbaiki lagi aplikasinya biar kaya smula....udah di email lagi dan balasanya suruh ganti/install di perangkat lain/device lain, sama disuruh pake Octo click ribetin aja",negatif,-1,"ga jadi bintang 5,di update malah ga bisa di buka aplikasinya padahal udh terbaru trus,udh email ikutin petunjuk tetep aja ga bisa di buka aplikasinya, slalu ada keterangan ""permintaan anda tidak dapat di proses""... hp di root pun tidak masa ga bisa di buka....perbaiki lagi aplikasinya biar kaya smula....udah di email lagi dan balasanya suruh ganti/install di perangkat lain/device lain, sama disuruh pake octo click ribetin aja",ga jadi bintang  di update malah ga bisa di buka aplikasinya padahal udh terbaru trus udh email ikutin petunjuk tetep aja ga bisa di buka aplikasinya  slalu ada keterangan  permintaan anda tidak dapat di proses  hp di root pun tidak masa ga bisa di buka perbaiki lagi aplikasinya biar kaya smula udah di email lagi dan balasanya suruh ganti install di perangkat lain device lain  sama disuruh pake octo click ribetin aja,"['ga', 'jadi', 'bintang', 'di', 'update', 'malah', 'ga', 'bisa', 'di', 'buka', 'aplikasinya', 'padahal', 'udh', 'terbaru', 'trus', 'udh', 'email', 'ikutin', 'petunjuk', 'tetep', 'aja', 'ga', 'bisa', 'di', 'buka', 'aplikasinya', 'slalu', 'ada', 'keterangan', 'permintaan', 'anda', 'tidak', 'dapat', 'di', 'proses', 'hp', 'di', 'root', 'pun', 'tidak', 'masa', 'ga', 'bisa', 'di', 'buka', 'perbaiki', 'lagi', 'aplikasinya', 'biar', 'kaya', 'smula', 'udah', 'di', 'email', 'lagi', 'dan', 'balasanya', 'suruh', 'ganti', 'install', 'di', 'perangkat', 'lain', 'device', 'lain', 'sama', 'disuruh', 'pake', 'octo', 'click', 'ribetin', 'aja']","['ga', 'bintang', 'update', 'ga', 'buka', 'aplikasinya', 'udh', 'terbaru', 'trus', 'udh', 'email', 'ikutin', 'petunjuk', 'tetep', 'aja', 'ga', 'buka', 'aplikasinya', 'slalu', 'keterangan', 'permintaan', 'proses', 'hp', 'root', 'ga', 'buka', 'perbaiki', 'aplikasinya', 'biar', 'kaya', 'smula', 'udah', 'email', 'balasanya', 'suruh', 'ganti', 'install', 'perangkat', 'device', 'disuruh', 'pake', 'octo', 'click', 'ribetin', 'aja']","['ga', 'bintang', 'update', 'ga', 'buka', 'aplikasi', 'udh', 'baru', 'trus', 'udh', 'email', 'ikutin', 'tunjuk', 'tetep', 'aja', 'ga', 'buka', 'aplikasi', 'slalu', 'terang', 'minta', 'proses', 'hp', 'root', 'ga', 'buka', 'baik', 'aplikasi', 'biar', 'kaya', 'smula', 'udah', 'email', 'balasanya', 'suruh', 'ganti', 'install', 'perangkat', 'device', 'suruh', 'pake', 'octo', 'click', 'ribetin', 'aja']"
108,error woy gagal code 14,negatif,-1,error woy gagal code 14,error woy gagal code  ,"['error', 'woy', 'gagal', 'code']","['error', 'woy', 'gagal', 'code']","['error', 'woy', 'gagal', 'code']"
109,"APK GAJELAS KODE OTP GA MASUK,APK ANJ MENDING PAKE DANA,GOPAY,OVO,DARIPADA APK INI NGIRIM KODENYA KEK MANUAL GA OTOMATIS DELAYNYA LAMA BGT JGN PERNAH DOWLOAND APLIKASI INI!!!!",negatif,-1,"apk gajelas kode otp ga masuk,apk anj mending pake dana,gopay,ovo,daripada apk ini ngirim kodenya kek manual ga otomatis delaynya lama bgt jgn pernah dowloand aplikasi ini!!!!",apk gajelas kode otp ga masuk apk anj mending pake dana gopay ovo daripada apk ini ngirim kodenya kek manual ga otomatis delaynya lama bgt jgn pernah dowloand aplikasi ini ,"['apk', 'gajelas', 'kode', 'otp', 'ga', 'masuk', 'apk', 'anj', 'mending', 'pake', 'dana', 'gopay', 'ovo', 'daripada', 'apk', 'ini', 'ngirim', 'kodenya', 'kek', 'manual', 'ga', 'otomatis', 'delaynya', 'lama', 'bgt', 'jgn', 'pernah', 'dowloand', 'aplikasi', 'ini']","['apk', 'gajelas', 'kode', 'otp', 'ga', 'masuk', 'apk', 'anj', 'mending', 'pake', 'dana', 'gopay', 'ovo', 'apk', 'ngirim', 'kodenya', 'kek', 'manual', 'ga', 'otomatis', 'delaynya', 'bgt', 'jgn', 'dowloand', 'aplikasi']","['apk', 'gajelas', 'kode', 'otp', 'ga', 'masuk', 'apk', 'anj', 'mending', 'pake', 'dana', 'gopay', 'ovo', 'apk', 'ngirim', 'kode', 'kek', 'manual', 'ga', 'otomatis', 'delaynya', 'bgt', 'jgn', 'dowloand', 'aplikasi']"
110,Lawak scam katanya kalau daftar lewat exis/XL dapat pulsa 30k tetapi udh lebih dari 9 hari pulsanya belum masuk ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,negatif,-1,lawak scam katanya kalau daftar lewat exis/xl dapat pulsa 30k tetapi udh lebih dari 9 hari pulsanya belum masuk ðÿ˜‚ðÿ˜‚ðÿ˜‚ðÿ˜‚,lawak scam katanya kalau daftar lewat exis xl dapat pulsa  k tetapi udh lebih dari   hari pulsanya belum masuk  ,"['lawak', 'scam', 'katanya', 'kalau', 'daftar', 'lewat', 'exis', 'xl', 'dapat', 'pulsa', 'k', 'tetapi', 'udh', 'lebih', 'dari', 'hari', 'pulsanya', 'belum', 'masuk']","['lawak', 'scam', 'daftar', 'exis', 'xl', 'pulsa', 'k', 'udh', 'pulsanya', 'masuk']","['lawak', 'scam', 'daftar', 'exis', 'xl', 'pulsa', 'k', 'udh', 'pulsa', 'masuk']"
