"Content","Sentiment","Label"
"Goooddd ðŸ‘ðŸ‘ðŸ‘","positif","1"
"gk jelas bnget... eaftar... trus login.... login msukin user id.... trus note code d kirim k user id.... nah user id... tu masuk nya kemana... ðŸ˜‚ email....? nomer hp? gk da","negatif","-1"
"buat login aj ga bisa alasannya krn sandi dah dikirim ke no hp yg ilang,tlp call center muter2 ujung suruh dtg ke bank ganti no dl tp pas coba login lagi minta masukin code via sms lgsg..g da yg nongol..dlm pemberitahuan sdh kirim..tap aj gagal alasannya tap gitu..jd mls","negatif","-1"
"Mudah buat transaksi kemana saja terimakasih","positif","1"
"Sangat membantu","positif","1"
"Mantap","positif","1"
"Selama ini masih lancar dan mudah mudahan tetap lancar aksesnya","positif","1"
"Mantap","positif","1"
"Aplikasi yg gajelass!","negatif","-1"
"Aplikasi octo mobile sangat membantu","positif","1"
"Dapat diandalkan...cepat dan tepat.","positif","1"
"Tolong untuk sales2 kartu kredit nya jangan kebanyakan ganggu, tiap hari ganggu aja","negatif","-1"
"Pulsa saya belum masuk dari event axisnet 30.000","negatif","-1"
"Oke sudah lancar, thanks","positif","1"
"Tidak bisa d buka apknya sangat d sayangkan","negatif","-1"
"Ok","netral","0"
"Aplikasi paling ribet, limit kecil masa kalah sama pinjol","negatif","-1"
"Sangat membantu untuk orang sibuk","positif","1"
"Sangat tidak jelas apk ini","negatif","-1"
"Rekomended","positif","1"
"Udah isi username pascodeny gadateng","negatif","-1"
"Moga makin bermanfaat bagi nasabah","positif","1"
"Oke","netral","0"
"Pemakaiannya mudah di pahami.","positif","1"
"Atminya mahal","negatif","-1"
"Masa saya tidak bisa mendaftar,data tidak lengkap, padahal data udah lengkap Aplikasi kocak","negatif","-1"
"Sangat mudah","positif","1"
"bagus, cuman game semoga bisa terpisah dari akun mobile Banking. Terimakasih","positif","1"
"Mempermudah","positif","1"
"Keren pokonya","positif","1"
"Oke, bisa di gunakan dengan mudah dan lancar.","positif","1"
"Good Tambahkan fitur isi ulang e-money.","positif","1"
"Mantapppppp dapet fulsaaa geratiusss","positif","1"
"aplikasi pekok scam disuruh login terus masukin kode otp tp login nya make id otp nya kekirim dimana tolol","negatif","-1"
"terimakasih octo pay 30 rbnya","positif","1"
"Recommended","positif","1"
"Semoga semakin lebih baik untuk berbagai transaksi.tampilan aplikasi sebelumnya jauh lebih mudah untuk digunakan.hanya perlu beradaptasi saja untuk menggunakan aplikasi versi terbarunya.","positif","1"
"Mantab... sangat mempermudah. Daripada pk kartu, sering rusak di chip nya","positif","1"
"Mantap","positif","1"
"sangat baik","positif","1"
"Sangat membantu sekali","positif","1"
"Terima kasih bonusnya.makin suka transaksi saya kalau begini","positif","1"
"Di klik nominal transfer susah bgt","negatif","-1"
"ampas","negatif","-1"
"Ga akan berubah bintang 5 kalau mash tetap eror juga.. Udah d update terus, tapi tetep aja login bolak balik, tiba tiba keluar sendiri. Aneh sekali. Udah login, mau trf, mau ngisi ewallet malah tibaÂ² keluar sendiri.. Udah hapus cache, hapus data juga d managemen aplikasi hp tpi error muluk.. Hhmmmm Udah d update bukannya makin baik, kok error muluk ya.. Tolong dong!! Diperbaiki lagi, jangan suka keluarÂ² sendiri.!! Udah update tiap beberapa bulan sekali, kok perubahannya ga maximal sih.. Huft","negatif","-1"
"Ok","netral","0"
"Apakah buka rekening tabunganku sekarang sdh tidak bisa ? Waktu datang ke kantor dicabang di tolak oleh petugas dgn alasan tidak melayani pembukaan tabungan pribadi. Hanya untuk tabungan lembaga, payroll gaji dll. Mohon penjelasannya","negatif","-1"
"Kok saya daftar gak bisa-bisa ya, udah masukin no. Rek, no card, PIN card dan nomor telpon, tapi tidak dapet2 pesan untuk verifikasi.. Trimakasih","negatif","-1"
"benar benar lemot ya ,sudah berhasil buka tabungan kok belum jga ada kabar tentang rekeningnya , kalau bisa kan langsung ada , g seperti bank "" lainya , sdah berhasil ya langsung ada rekeningnya , mohon jgn lemot melulu","negatif","-1"
"Sangat2 membantu","positif","1"
"Kacau login kena pulsa, waduhhhh percuma donlot mobile banking ya gak sama kaya BCA.","negatif","-1"
"Saya kasih bintang 1 tolong diperbaiki Setelah di-update malah ga bisa dibuka dengan alasan. ""Saat ini perangkat anda belum dapat digunakan untuk mengakses octo"" . Padahal hp saya udah android 10, masa iya hp android ga bisa login octo mobile","negatif","-1"
"Tolong IT nya di ganti .. ngebug mulu aplikasi nya setiap mau transfer","negatif","-1"
"baru daftar aja nomer sudah terblokir","negatif","-1"
"Octo gajelas bangettttt sumpah mau pembayaran virtual account aja ga bisa ini letaknya dmnaaaaaa,kesel bangettttt ga kaya mbanking yg lain ga ribet octo ribet bngt sampe nyari di google cara pembayaran pun ga jls","negatif","-1"
"Jangan apa apa harus keluar pulsa, jadi apk tukang palak pulsa aja sekalian. Contoh bca, bri yang gw pake apk nya minim nguras pulsanya. Octo mah deres nguras pulsanya, dari mulai otp, otpnya sering error kita ke call center juga nguras pulsa lagi hadeudeuh enaknya tutup akun aja mungkin karena lebih banyak merugikannya ketimbang keuntungannya","negatif","-1"
"error terus","negatif","-1"
"Mantap, ijin info tolong rekening octo mobile sya ke blokir tolong di bantu pengaktifan nya kembali Terima kasih","negatif","-1"
"Saya beri bintang dua saja karena tidak bisa login ðŸ¤¦","negatif","-1"
"smkin jaya lg... ðŸ˜˜","positif","1"
"Data gua siapa yg pake nih?!","negatif","-1"
"Sangat membatu","positif","1"
"jelek sering gangguan ðŸ˜","negatif","-1"
"Aplikasi ngga guna ngga bisa login Mulu, nyesel daftar bank ini","negatif","-1"
"Tidak bisa login...passcode gk dikirim2ðŸ˜†ðŸ˜† aplikasi sampah","negatif","-1"
"Sangat membantu dalam berbagai transaksi lebih praktis dan sangat mudah yg penting ada kuota internet dan saldo dananya sebab kalau tdk percuma pakai aplikasi...terima kasih","positif","1"
"Sangat membantu...","positif","1"
"Perangkat anda tidak bisa digunakan pada Octo mobile, sudah kirim email hasilnya tetap sama. Bintang 1 berbicara","negatif","-1"
"Pelayanan sangat memuaskan","positif","1"
"Terbaik pokonya tingkatkan terus","positif","1"
"mudah dipergunakan ny","positif","1"
"Mantap...!!!","positif","1"
"Kemarin saya download Octo kok baru daftar pulsa saya ilang pas login trus eror","negatif","-1"
"luar biasa","positif","1"
"Top","positif","1"
"Ok","netral","0"
"omong kosong cuma pengambilan data doang jangan tertipu deh","negatif","-1"
"Saya install Octo dengan maksud mempermudah proses transaksi atau hanya untuk cek Saldo. Eh yang ada malah tambah Ribet. Logout otomatis, tapi saat Login lagi, susah. Waktu pengiriman/pengisian OTP hanya 30 detik. SMS OTP gak muncul muncul. Sampai diulang lagi besoknya. Akhirnya putuskan hubungi 14041, alamak, ini kayaknya bisnis pulsa. Pulsa habis, solusi gak dapat dan akun terblokir.","negatif","-1"
"Semakin lebih baik","positif","1"
"Mantap . Super","positif","1"
"Sering ada bugnya, ga jelas padahal udah di depan kasir. Mau bayar pakai octo malah ga jadi","negatif","-1"
"Masak selalu bilang maaf perangkat anda tdak bisa akaes, kdang bsa, jengkelin","negatif","-1"
"Tidak bisa login yg diminta user id tapi gak tqu pascodenya muncul dimana","negatif","-1"
"Saya kasih satu bintang dulu karena pada saat saya bikin akun baru nomor telepon saya diblokir gak jelas","negatif","-1"
"Kacau atm terblokir","negatif","-1"
"setelah update mlh tdk bisa digunakan. benar2 kecewa","negatif","-1"
"Amat sangat membantu mudah Transaksi ke Bank Manapun.â€¼ï¸ terima kasih Octo Mobile ðŸ™","positif","1"
"mantap","positif","1"
"Mau login pertama kali, kenapa passcode tidak masuk ya?","negatif","-1"
"Sering tidak bisa login","negatif","-1"
"Pantesan perusahan kami harus pindah kartu ATM lain banyak kendala nya padahal mudah bnget transaksi .top up atau lain nya hmm kecewa banget","negatif","-1"
"Mantab..","positif","1"
"cepat dan sangat membantu","positif","1"
"Bagus, cepat, mudah, lengkap dan detail transaksi in out.. Hanya saja.. Kalau sedang ada pembaharuan aplikasi agak mengganggu jika terlalu lama.","positif","1"
"Cepat dan gampang transaksinya","positif","1"
"Cepat dan mudah sekali","positif","1"
"Keren","positif","1"
"Bagus dan mantap","positif","1"
"Bank CIMB Niaga sangat sangat paling buruk jika dibandingkan dengan bank bank lainnya. Untuk yang ingin membuka rekening atau pengajuan pembukaan qris merchant di Cimb, saya sangat sarankan jangan mendaftar/pengajuan di CIMB, anda pasti akan sangat menyesal seperti saya. Pengalaman paling buruk di antara bank2 lainnya hanya di CIMB ini lah yang paling sangat buruk Terima kasih","negatif","-1"
"Jos","positif","1"
"Mempermudah segala macam transaksi cuma sedikit merasa kehilangan fitur isi ulang e-toll","positif","1"
"Menurut saya bagus2 aja ga ada kendala semenjak pasang aplikasi nya,lancar tidak ada masalah","positif","1"
"Enaknya tuh tanpa bayar bulanan dan lancar buat transaksi","positif","1"
"nice","positif","1"
"Kenapa di hp oppo a15s tidak dapat di akses","negatif","-1"
"Mantap","positif","1"
"cukup memudahkan","positif","1"
"Kode otp gak muncul muncul","negatif","-1"
"Login kok gak bisa suruh nunggu kode dikirim ke id tu gmana konsepnya","negatif","-1"
"Paling buruk masa isi pin hanya dua kolom lalu diblokir user id, aplikasi penipuan.","negatif","-1"
"Aplikasi syetan gak bisa akses terus ke perangkat .. uda 2 hp dicobain , mau nya pake hp kaya gimana biar bisa akses? Ribet bgt Taaaiiii","negatif","-1"
"ini gimna gk bisa login parah bgt","negatif","-1"
"Ribet cara daftar nya , tidak dapat masuk ke aplikasi mau login aja susah","negatif","-1"
"Banyak diskon","positif","1"
"Tidak bisa di buka aplikasi nya","negatif","-1"
"Udah daftar octopay, dapat rekening, login Octo Mobil pake username diminta masukan Passcode, kirim passcode gak dikirim2, gimana mau login ?","negatif","-1"
"Peaktis dan aman banget","positif","1"
"Pantes gak terkenal, login aja passcode nya gak dikirim, sampe melebihi batas permintaan, aplikasi kocak, perbaiki sistem nya kalo mau bersaing sama aplikasi sebelah","negatif","-1"
"Keren dh pokoknya","positif","1"
"Saya merasa sangat kecewa dgn caustamer servis dr kartu kredit cimb niaga yg bernama adel dr jakarta.. Orang gak mau membuat kartu kredit malah di paksa trs.. Kirimkan data yg tidak masuk akal.. Mohon di tegur cs adel ya.. Mksh saya merasa tertanggu dgn dia tiap hr telepon","negatif","-1"
"Sering tidak menerima kode sms / lama dapat kode sms nya","negatif","-1"
"aplikasi yg pantas buat 1 bintang","negatif","-1"
"Lebih mudah","positif","1"
"Aplikasi nya lemot...!!! Tidak memuaskan dan bikin sebel","negatif","-1"
"Aplikasinya makin gk jelas udah login pake fingerprint malah balik lagi ke homepage, sama kualitas cs nya juga jelek","negatif","-1"
"Proses cepat","positif","1"
"Konthol","negatif","-1"
"Memudahkan transaksi","positif","1"
"Sangat","netral","0"
"Tingkatkan!!","positif","1"
"sangat membabi kan sudah habis pulsa untuk aktifkan mbanking tetap saja nomor terblokir . auto uninstal ajalah","negatif","-1"
"Aplikasi payah,,,,rumit kek anjai....dataku udah terdaftar,,nomorku udah terdaftar,,username tidak ada...nomor rekening gak di berikan...giliran masuk disuruh daftar pakai nomor lain....aplikasi aneh.....","negatif","-1"
"Sangat membantu","positif","1"
"Ditingkatkan lagi","positif","1"
"ini gmn mau narik duit malah logout terus ..payah !!","negatif","-1"
"Mantuuuull.","positif","1"
"cepat pelayanannya..good.","positif","1"
"updatenya boosku","positif","1"
"App ga jelas. Minta login tp gagal terus dan minta verifikasi sms tidak ada sms. Klo memang salah user klik lupa user dan ikutin petunjuk jg sll gagal","negatif","-1"
"Memudahkan.","positif","1"
"Masih aman aman aja","positif","1"
"Aplikasi nya gimana sih saya pembukaan rekening pertama sudah sukses dan sudah melakukan trx pertama ke rekening baru, tapi malah ga bisa login karena pascode nya ga muncul2","negatif","-1"
"Pembohong, saldo gua mana","negatif","-1"
"Tolol","negatif","-1"
"upgrade aplikasi ini kok gak bisa terinstal ya?","negatif","-1"
"Mantap","positif","1"
"Sangat baik kadang dalam transaksi tidak perna ada masalah kendala dalam melakukan tf dan transaksi lainnya..","positif","1"
"the best","positif","1"
"Makasih tanpa bunga nya","positif","1"
"Ngisi Shopee pay ga masuk saldo berkurang complain nungguin 14 hari lucu","negatif","-1"
"Sangat cepat dan bagusss","positif","1"
"Octo mobile hari ini kenapa ya kok buka apk nya malah terkeluar trs?","negatif","-1"
"Mudah transaksi","positif","1"
"User friendly, lengkap, lancar..sangat membantu","positif","1"
"Aplikasi sampahhhhhhh yang download ini anak dajal","negatif","-1"
"Bgus aplikasi mobile bankingya mempermudab transaksi","positif","1"
"Bagus ðŸ‘","positif","1"
"saya nunggu passcode lama banget kirim nya","negatif","-1"
"bank lain punya produk rekening digital, kapan nih cimb niaga bisa bikin rekening digital tanpa video call CS","netral","0"
"Buat login aja sangat di persulit banget ngga kaya mbanking MANDIRI sama BRImo tinggal masukin username sama password langsung vermuk terus berhasil. Tapi Octo Mobile ini sulit banget buat dapet kode OTP sama Mengirim Pesan untuk login selalu keluar GAGAL LOGIN silahkan coba lagi. Pulsa dari 20ribu sampe sisa 800perak buat ngakalin login mbanking aja masih tetep gamau login. Sudah ke kantor cabang terdekat katanya ini yg bermasalah kartu providernya. Pas cek kegerai providernya kartu masih aman","negatif","-1"
"Sangat luar biasa dan sangat membantu","positif","1"
"Aplikasi mantap","positif","1"
"Transaksi Qris di proses ga masuk2, butuh waktu 1bulan lebih buat refund","negatif","-1"
"Bauk","negatif","-1"
"Sudah beberapa kali bayar QRIS dengan status pending,saldo terpotong dan transaksi tergantung,di email balasannya bertel-tele,ditunggu 1 bulan lebih saldo tidak kembali,tidak tahu itu saldo di kemanain, walaupun nominal tidak terlalu besar,tetapi sangat MEMBAGONGKAN","negatif","-1"
"Tingkatkan!","positif","1"
"Gajelas, maksa bet daftar di kampus","negatif","-1"
"Cepat dan tepat","positif","1"
"Aplikasi banking terbaik bagi saya , fitur keamanan dan login yg sangat baik. Banyak promo yang memanjakan nasabah. Semakin tingkatkan aplikasi menjadi lebih baik","positif","1"
"TF nya cepat bngt","positif","1"
"SELALU TINGKATKAN KUALITAS LAYANAN PELANGGAN DENGAN BAIK","netral","0"
"Ini kenapa ya aplikasi saya ga bisa masuk. Eror terus","negatif","-1"
"Semoga bisa ditingkatkan lagi dlm proses transfer dan proses transaksi lainya yang tanpa kendala juga menu menunya dlm Octo dibuat lebih simpel lagi...ini SDH baguss alangkah baiknya di update lagi mungkin lebih bagus dan yg penting pelayanan tanya jawab yg tidak ribet...SPT lewat wa atau lainya...","netral","0"
"Terimakasih banyak atas bantuan cimb cab Mojokerto, membantu update octomobile saya hingga bisa normal lagi dgn penuh keramahan cs nya.","positif","1"
"Ok","netral","0"
"OCTO Mobile semakin mantap. Gratis transfer ke rekening lainnya.","positif","1"
"Halo Admin,saya mau complaint,saya tf saldo lewat octo mobile ke rekening bca saya, kok saldo nya ga masuk ya?,udah lagi apk nya sering eror","negatif","-1"
"Good ðŸ‘","positif","1"
"Sumpah ini mobile banking terlemottt yg pernah adaa , keluar teruss tidak jelas banget, udah login keluar lagi, login keluar lagi, jauh banget bank2 lain nya serba satset","negatif","-1"
"sangat baik dan hemat gunakan bagi yg hebat","positif","1"
"Kenapa saat login passcodenya gake kirim woy,gmn mau login passcodenya aja ga jelas kekirim kemana","negatif","-1"
"Kuno setiap login ke tabungan selalu verifikasi sms, kalah sama aplikasi perbankan lainnya, mana gk bisa topup dompet digital lainnya, maksa banget supaya dompet digitalnya ke pake","negatif","-1"
"Login finger lemot,ibu kota berasa di hutan padahal koneksi bagus","negatif","-1"
"Passcode nya gak di kirim""","negatif","-1"
"Klo g bsa bikin aplikasi jgn diluncurn yg ada ngecewain doang","negatif","-1"
"mantap","positif","1"
"Mantul...","positif","1"
"Aplikasi logout terus. Harus login terusterusan","negatif","-1"
"Mantap lah lebih mudah","positif","1"
"bagus banget aplikasi nya","positif","1"
"Verygood","positif","1"
"Transaksi ke uangan cepat dan mudah","positif","1"
"Sangat membantu","positif","1"
"Mantaps CC bos ascan QR seperti Livin mandiri","positif","1"
"Simple, mudah pengoperasiannya.","positif","1"
"Ampas,massa mau bikin akun dikata data salah mulu","negatif","-1"
"Login bikin ribet g jls","negatif","-1"
"Setelah update malah ga bs dibuka aplikasinya. Perangkat anda tidak bisa digunakan.. apa2an ini....","negatif","-1"
"Fast job","positif","1"
"Terima kasih dan mantap ðŸ‘ðŸ‘ðŸ‘ðŸ‘","positif","1"
"Gak bisa daftar ,,,","negatif","-1"
"uninstall..pas login terjadi kesalahan/error' gak jelas padahal baru download daftar...akunnya juga udah terdaftar diverifikasi juga diemail pas login gak bisa","negatif","-1"
"Kasih 2 dulu msh belum maksimal","negatif","-1"
"banyak layanan yg tersedia di octo mobil dan mudah untuk orang yg baru belajar spt saya","positif","1"
"Ok.mantap","positif","1"
"ada notif Permintaan Anda Tak Dapat diproses mulu ðŸ™„","negatif","-1"
